48.35022735595703,10.019695281982422,4.162,12.4,1731072138000
48.3502311706543,10.019688606262207,4.162,12.4,1731072141000
0.0,0.0,4.162,12.4,1731072141081
0.0,0.0,4.162,12.4,1731072141146
0.0,0.0,4.183,12.4,1731072141216
0.0,0.0,4.204,12.4,1731072141286
0.0,0.0,4.204,12.4,1731072141357
0.0,0.0,4.214,12.4,1731072141442
0.0,0.0,4.256,12.4,1731072141496
0.0,0.0,4.266,12.4,1731072141570
0.0,0.0,4.298,12.4,1731072141636
0.0,0.0,4.318,12.4,1731072141735
0.0,0.0,4.37,12.4,1731072141777
0.0,0.0,4.37,12.4,1731072141848
0.0,0.0,4.412,12.4,1731072141916
0.0,0.0,4.443,12.4,1731072141987
48.3502311706543,10.019684791564941,4.443,12.4,1731072142000
0.0,0.0,4.433,12.4,1731072142056
0.0,0.0,4.433,12.4,1731072142126
0.0,0.0,4.454,12.4,1731072142196
0.0,0.0,4.443,12.4,1731072142269
0.0,0.0,4.443,12.4,1731072142339
0.0,0.0,4.464,12.4,1731072142406
0.0,0.0,4.485,12.4,1731072142477
0.0,0.0,4.495,12.4,1731072142548
0.0,0.0,4.495,12.4,1731072142640
0.0,0.0,4.547,12.4,1731072142687
0.0,0.0,4.527,12.4,1731072142758
0.0,0.0,4.547,12.4,1731072142826
0.0,0.0,4.516,12.4,1731072142897
0.0,0.0,4.516,12.4,1731072142966
48.3502311706543,10.019681930541992,4.516,12.4,1731072143000
0.0,0.0,4.506,12.4,1731072143042
0.0,0.0,4.558,12.4,1731072143115
0.0,0.0,4.589,12.4,1731072143177
0.0,0.0,4.589,12.4,1731072143254
0.0,0.0,4.558,12.4,1731072143319
0.0,0.0,4.527,12.4,1731072143390
0.0,0.0,4.475,12.4,1731072143457
0.0,0.0,4.454,12.4,1731072143531
0.0,0.0,4.433,12.4,1731072143597
0.0,0.0,4.391,12.4,1731072143669
0.0,0.0,4.381,12.4,1731072143739
0.0,0.0,4.381,12.4,1731072143836
0.0,0.0,4.402,12.4,1731072143898
0.0,0.0,4.36,12.4,1731072143948
48.3502311706543,10.01968002319336,4.318,12.4,1731072144000
0.0,0.0,4.318,12.4,1731072144029
0.0,0.0,4.318,12.4,1731072144092
0.0,0.0,4.308,12.4,1731072144158
0.0,0.0,4.256,12.4,1731072144235
